title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Pathology,movie,"Crime, Horror, Thriller",2008,tt0964539,5.9,34058,
"Four Christmases",movie,"Comedy, Drama, Romance",2008,tt0369436,5.7,84752,
"Edge of Darkness",movie,"Action, Adventure, Drama",2010,tt1226273,6.6,101347,
"The Testament of Dr. Mabuse",movie,"Crime, Mystery, Thriller",1933,tt0023563,7.9,14012,
"The Thief of Bagdad",movie,"Adventure, Family, Fantasy",1940,tt0033152,7.4,15182,
"The Pink Panther Strikes Again",movie,"Comedy, Crime",1976,tt0075066,7.1,33169,
"Spy Kids 3: Game Over",movie,"Action, Adventure, Comedy",2003,tt0338459,4.4,68679,
"A Perfect Getaway",movie,"Drama, Mystery, Thriller",2009,tt0971209,6.5,78188,
"Slumdog Millionaire",movie,"Crime, Drama, Romance",2008,tt1010048,8,893606,
Ponyo,movie,"Adventure, Animation, Comedy",2008,tt0876563,7.6,173576,
"Harry Potter and the Deathly Hallows: Part 1",movie,"Adventure, Family, Fantasy",2010,tt0926084,7.7,627748,
"Harry Potter and the Deathly Hallows: Part 2",movie,"Adventure, Family, Fantasy",2011,tt1201607,8.1,991602,
"The Forsaken",movie,"Action, Fantasy, Horror",2001,tt0245120,5.3,9455,
"Candyman: Day of the Dead",movie,"Horror, Thriller",1999,tt0165662,3.9,8075,
"High and Low",movie,"Crime, Drama, Mystery",1963,tt0057565,8.4,59226,
Dreams,movie,"Drama, Fantasy",1990,tt0100998,7.7,30754,
"Honeymoon in Vegas",movie,"Comedy, Romance, Thriller",1992,tt0104438,5.9,19740,
"I Vitelloni",movie,"Comedy, Drama",1953,tt0046521,7.8,21964,
"Citizen X",movie,"Biography, Crime, Drama",1995,tt0112681,7.4,24494,
"I Served the King of England",movie,"Comedy, Drama, Romance",2006,tt0284363,7.3,8371,
"Ghosts of Girlfriends Past",movie,"Comedy, Fantasy, Romance",2009,tt0821640,5.8,96905,
Below,movie,"Action, Horror, Mystery",2002,tt0276816,6.1,25064,
Jo,movie,"Comedy, Crime, Thriller",1971,tt0067274,7.1,3897,
"The House Bunny",movie,Comedy,2008,tt0852713,5.6,92690,
"Hamlet 2",movie,"Comedy, Music",2008,tt1104733,6.3,17630,
"Nelly & Monsieur Arnaud",movie,Drama,1995,tt0113947,7.2,5238,
Sabotage,movie,"Crime, Thriller",1936,tt0028212,7,19676,
Appaloosa,movie,"Crime, Drama, Romance",2008,tt0800308,6.7,66260,
"Autumn Sonata",movie,"Drama, Music",1978,tt0077711,8.1,39718,
"Missing in Action 2: The Beginning",movie,"Action, Drama, Thriller",1985,tt0089604,5.3,9817,
"Everybody Wants to Be Italian",movie,"Comedy, Romance",2007,tt0790657,5.7,2004,
Conspiracy,movie,"Biography, Drama, History",2001,tt0266425,7.6,27018,
"Scooby-Doo and the Loch Ness Monster",movie,"Adventure, Animation, Comedy",2004,tt0418141,6.6,6401,
"Scooby-Doo and the Goblin King",movie,"Adventure, Animation, Comedy",2008,tt1295021,6.3,3929,
"Barbie in the 12 Dancing Princesses",movie,"Animation, Family",2006,tt0859594,6.9,7454,
"Barbie and the Diamond Castle",movie,"Animation, Family, Musical",2008,tt1294138,6.6,5148,
"In the Land of Women",movie,"Comedy, Drama, Romance",2007,tt0419843,6.4,33141,
"Rocket Science",movie,"Comedy, Drama",2007,tt0477078,6.5,13844,
"Scooby-Doo on Zombie Island",movie,"Adventure, Animation, Comedy",1998,tt0166792,7.7,19776,
"Georgia Rule",movie,"Comedy, Drama",2007,tt0791304,5.9,28112,
"Mama's Boy",movie,"Comedy, Drama",2007,tt0415141,5.2,6134,
Watchmen,movie,"Action, Drama, Mystery",2009,tt0409459,7.6,596413,
"Friday the 13th",movie,"Horror, Mystery, Thriller",2009,tt0758746,5.5,121510,
"Gran Torino",movie,Drama,2008,tt1205489,8.1,836373,
"Bah Humduck!: A Looney Tunes Christmas",movie,"Adventure, Animation, Comedy",2006,tt0896522,6.3,1564,
Semi-Pro,movie,"Comedy, Sport",2008,tt0839980,5.8,87665,
"Barbie: Fairytopia",movie,"Animation, Family, Fantasy",2005,tt0450982,6.1,5795,
Traitor,movie,"Action, Crime, Drama",2008,tt0988047,6.9,60031,
"Let the Right One In",movie,"Drama, Fantasy, Horror",2008,tt1139797,7.8,232807,
"Scooby-Doo and the Ghoul School",movie,"Animation, Comedy, Family",1988,tt0189071,6.8,6476,
"Chill Out, Scooby-Doo!",movie,"Adventure, Animation, Comedy",2007,tt1097636,6.5,4065,
"Scooby-Doo! Pirates Ahoy!",movie,"Adventure, Animation, Comedy",2006,tt0867418,6.5,4244,
"Withnail and I",movie,"Comedy, Drama",1987,tt0094336,7.5,49797,
"Angels & Demons",movie,"Mystery, Thriller",2009,tt0808151,6.7,316688,
"Bury My Heart at Wounded Knee",movie,"Drama, History, Western",2007,tt0821638,7.1,7909,
"Star Trek",movie,"Action, Adventure, Sci-Fi",2009,tt0796366,7.9,628684,
"Win a Date with Tad Hamilton!",movie,"Comedy, Romance",2004,tt0335559,5.6,30100,
Closure,movie,"Crime, Drama, Horror",2007,tt0480011,5.5,7626,
"One Way Passage",movie,"Comedy, Drama, Romance",1932,tt0023305,7.5,4655,
"Mesrine: Killer Instinct",movie,"Action, Biography, Crime",2008,tt1259014,7.5,35905,
"Superman: Doomsday",movie,"Action, Adventure, Animation",2007,tt0934706,6.9,24081,
"Waiting for the Hearse",movie,Comedy,1985,tt0089108,8,7747,
"The Wolf Man",movie,"Horror, Mystery, Romance",1941,tt0034398,7.2,32718,
"The Last Trapper",movie,"Adventure, Documentary, Drama",2004,tt0395514,7,1848,
CJ7,movie,"Adventure, Comedy, Drama",2008,tt0940709,6.4,17877,
"Open Season 2",movie,"Adventure, Animation, Comedy",2008,tt1107365,5.5,27669,
"Les randonneurs à Saint-Tropez",movie,Comedy,2008,tt0991350,4.6,627,
"Tout pour plaire",movie,Comedy,2005,tt0412298,6,1029,
"Breaker Morant",movie,"Drama, History, War",1980,tt0080310,7.8,14902,
"The Unborn",movie,"Horror, Mystery, Thriller",2009,tt1139668,4.7,54039,
"Fast & Furious",movie,"Action, Thriller",2009,tt1013752,6.5,322084,
Quarantine,movie,"Horror, Sci-Fi, Thriller",2008,tt1082868,6,80249,
"Sweeney Todd: The Demon Barber of Fleet Street",movie,"Drama, Horror, Musical",2007,tt0408236,7.3,396666,
"She Wore a Yellow Ribbon",movie,Western,1949,tt0041866,7.2,20071,
"When Trumpets Fade",movie,"Action, Drama, War",1998,tt0135706,7,8733,
"Justice League: The New Frontier",movie,"Action, Adventure, Animation",2008,tt0902272,6.9,21857,
Slacker,movie,"Comedy, Drama",1990,tt0102943,7,24351,
Recount,movie,"Drama, History",2008,tt1000771,7.3,13917,
"Starter for 10",movie,"Comedy, Drama, Romance",2006,tt0477095,6.7,25902,
Captivity,movie,"Crime, Horror, Mystery",2007,tt0374563,4.6,23974,
2012,movie,"Action, Adventure, Sci-Fi",2009,tt1190080,5.8,409126,
"3:10 to Yuma",movie,"Adventure, Drama, Thriller",1957,tt0050086,7.6,22799,
"The Adventures of Sharkboy and Lavagirl 3-D",movie,"Action, Adventure, Comedy",2005,tt0424774,3.8,44344,
"Chris Rock: Kill the Messenger - London, New York, Johannesburg",movie,"Comedy, Documentary",2008,tt1213574,7.6,4592,
"The Uninvited",movie,"Drama, Fantasy, Horror",2009,tt0815245,6.3,87150,
"Hoop Dreams",movie,"Documentary, Drama, Sport",1994,tt0110057,8.3,28722,
"Infernal Affairs III",movie,"Action, Crime, Drama",2003,tt0374339,6.8,15194,
"Great Expectations",movie,"Adventure, Drama, Mystery",1946,tt0038574,7.8,27381,
"Nights in Rodanthe",movie,"Drama, Romance",2008,tt0956038,6,26891,
Sleepwalking,movie,Drama,2008,tt0888693,6.1,6174,
Doubt,movie,"Drama, Mystery",2008,tt0918927,7.5,140985,
"Killing Me Softly",movie,"Drama, Mystery, Romance",2002,tt0250468,5.4,20113,
"Sinbad: Legend of the Seven Seas",movie,"Adventure, Animation, Comedy",2003,tt0165982,6.7,61712,
Coluche,movie,"Biography, Comedy, Drama",2008,tt1174034,5.6,748,
"The Pentagon Wars",movie,"Comedy, War",1998,tt0144550,7.1,5515,
"Ella Enchanted",movie,"Comedy, Family, Fantasy",2004,tt0327679,6.3,77774,
"The Manchurian Candidate",movie,"Drama, Mystery, Sci-Fi",2004,tt0368008,6.6,120093,
"Black Beauty",movie,"Adventure, Drama, Family",1994,tt0109279,6.6,10997,
Gia,movie,"Biography, Drama, Romance",1998,tt0123865,6.9,52486,
"Anything for Her",movie,"Crime, Drama, Thriller",2008,tt1217637,7.1,10060,
Ladies,movie,Comedy,2008,tt1175505,5.4,2325,PL
"Paul Blart: Mall Cop",movie,"Action, Comedy, Crime",2009,tt1114740,5.3,120672,
"The Boy in the Striped Pajamas",movie,"Drama, War",2008,tt0914798,7.7,260918,
"Beau Travail",movie,"Drama, War",1999,tt0209933,7.3,16510,
Podium,movie,"Comedy, Music",2004,tt0354836,6.4,4518,
"My Wife Is an Actress",movie,"Comedy, Drama, Romance",2001,tt0269499,6.4,3793,
"Happily Ever After",movie,"Comedy, Drama, Music",2004,tt0381270,6.4,5554,
"Le code a changé",movie,"Comedy, Drama",2009,tt1193088,5.8,2163,
Ugetsu,movie,"Drama, Fantasy, War",1953,tt0046478,8.1,26974,
Spy(Ies),movie,"Drama, Romance, Thriller",2009,tt1149592,5.9,1152,
"Tom and Jerry: The Magic Ring",movie,"Adventure, Animation, Comedy",2001,tt0303151,6.3,3872,
"The Long Good Friday",movie,"Crime, Drama, Mystery",1980,tt0081070,7.5,27458,
"Batman: Mask of the Phantasm",movie,"Action, Adventure, Animation",1993,tt0106364,7.8,60091,
"Rachel Getting Married",movie,"Drama, Romance",2008,tt1084950,6.7,52307,
"Barbie as Rapunzel",movie,"Animation, Family, Fantasy",2002,tt0313255,6.6,8998,
"Barbie of Swan Lake",movie,"Animation, Family",2003,tt0383206,6.5,8438,
"Einstein and Eddington",movie,"Biography, Drama, History",2008,tt0995036,7.2,8016,
"Only Yesterday",movie,"Animation, Drama, Romance",1991,tt0102587,7.6,39634,
"Crank: High Voltage",movie,"Action, Thriller",2009,tt1121931,6.1,163102,
"Fear City: A Family-Style Comedy",movie,"Comedy, Horror",1994,tt0109440,7.5,10934,
"The Pink Panther 2",movie,"Action, Adventure, Comedy",2009,tt0838232,5.6,49859,
"Barbie as The Princess and the Pauper",movie,"Animation, Comedy, Family",2004,tt0426955,7,10348,
"Barbie in the Nutcracker",movie,"Animation, Family, Musical",2001,tt0288441,6.4,9050,
"The Red Balloon",movie,"Comedy, Drama, Family",1956,tt0048980,8.1,20897,
"Pom Poko",movie,"Animation, Comedy, Drama",1994,tt0110008,7.2,36639,
"District 13: Ultimatum",movie,"Action, Crime, Thriller",2009,tt1247640,6.5,46982,
"Wonder Woman",movie,"Action, Adventure, Animation",2009,tt1186373,7.2,19187,
"Mesrine: Public Enemy No. 1",movie,"Action, Biography, Crime",2008,tt0411272,7.4,31754,
"The Cat Returns",movie,"Adventure, Animation, Comedy",2002,tt0347618,7.1,68384,
"Missing in Action",movie,"Action, Adventure, Drama",1984,tt0087727,5.4,17404,
"Cosy Dens",movie,"Comedy, Drama",1999,tt0167331,8.1,6561,
Metropolitan,movie,"Comedy, Drama, Romance",1989,tt0100142,7.3,13035,
"Play Misty for Me",movie,"Drama, Thriller",1971,tt0067588,6.9,33349,
"The Notorious Bettie Page",movie,"Biography, Drama",2005,tt0404802,6.5,11903,
"Ben 10: Secret of the Omnitrix",movie,"Action, Adventure, Animation",2007,tt1146431,7.4,4770,
"Don't Tell Mom the Babysitter's Dead",movie,Comedy,1991,tt0101757,6.3,39689,
"Don't Die Too Hard!",movie,Comedy,2001,tt0259060,5.8,6009,
Revanche,movie,"Crime, Drama, Romance",2008,tt1173745,7.5,16647,
Shadows,movie,"Drama, Music, Romance",1958,tt0053270,7.2,13062,
"Dane Cook: Vicious Circle",movie,"Comedy, Documentary",2006,tt0867149,6.7,2860,
"Scooby-Doo and the Cyber Chase",movie,"Action, Adventure, Animation",2001,tt0290057,7.1,10517,
"Ghidorah: The Three-Headed Monster",movie,"Action, Fantasy, Sci-Fi",1964,tt0058544,6.5,8511,
"Batman & Mr. Freeze: SubZero",movie,"Action, Animation, Crime",1998,tt0143127,7.1,18955,
"Dark Blue World",movie,"Action, Drama, Romance",2001,tt0244479,7.1,6224,
"The Mummy",movie,"Fantasy, Horror",1932,tt0023245,7,31698,
"Barbie and the Magic of Pegasus",movie,"Animation, Family, Romance",2005,tt0480345,6.6,6015,
"Autumn Spring",movie,"Comedy, Drama, Family",2001,tt0286476,7.4,1864,
"Go Fast",movie,"Action, Crime, Drama",2008,tt1179855,5.8,2065,
"King's Game",movie,"Drama, Thriller",2004,tt0378215,7.3,5044,
"Ben 10: Race Against Time",movie,"Action, Adventure, Family",2007,tt1037011,4.2,5788,
Selena,movie,"Biography, Drama, Music",1997,tt0120094,6.9,32731,
"Carnival of Souls",movie,"Horror, Mystery",1962,tt0055830,7,29517,
"My Neighbors the Yamadas",movie,"Animation, Comedy, Family",1999,tt0206013,7.1,16832,
"Space Is the Place",movie,"Music, Sci-Fi",1974,tt0072195,6.5,1613,
"Batman Beyond: Return of the Joker",movie,"Action, Animation, Crime",2000,tt0233298,7.7,30803,
"Teen Titans: Trouble in Tokyo",movie,"Action, Adventure, Animation",2006,tt0816671,7,7210,
"You're Welcome America: A Final Night With George W. Bush",movie,Comedy,2009,tt1386011,7,4153,
"Dave Chappelle: Killin' Them Softly",movie,Comedy,2000,tt0251654,8.7,11201,
"The Tiger Brigades",movie,"Action, Adventure, Crime",2006,tt0462667,5.8,1763,
"Fantastic Planet",movie,"Animation, Sci-Fi",1973,tt0070544,7.7,39404,
"The Jack Bull",movie,"Drama, Western",1999,tt0171410,6.8,5526,
"Sometimes in April",movie,"Drama, History, War",2005,tt0400063,7.7,6231,
"Scooby-Doo and the Samurai Sword",movie,"Action, Animation, Comedy",2008,tt1421378,6.4,3622,
"Black Narcissus",movie,Drama,1947,tt0039192,7.7,29431,
"Hobson's Choice",movie,"Comedy, Drama, Romance",1954,tt0047094,7.7,9381,
"The Country Teacher",movie,"Drama, Romance",2008,tt1284526,6.9,1532,
"The Infernal Cauldron",movie,"Horror, Short",1903,tt0135180,6.6,2567,
"Where the Wild Things Are",movie,"Adventure, Drama, Family",2009,tt0386117,6.7,110165,
"I Love You, Man",movie,"Comedy, Romance",2009,tt1155056,7,221350,
Duplicity,movie,"Comedy, Crime, Romance",2009,tt1135487,6.1,52933,
"The Picture of Dorian Gray",movie,"Drama, Fantasy, Horror",1945,tt0037988,7.5,15179,
Mindhunters,movie,"Crime, Horror, Thriller",2004,tt0297284,6.3,65622,
Protégé,movie,"Crime, Drama, Thriller",2007,tt0841150,7.2,5926,
"My Brilliant Career",movie,"Biography, Drama, Romance",1979,tt0079596,7.1,5034,
"The Kid Brother",movie,"Comedy, Drama, Family",1927,tt0018051,7.6,5022,
"Johnny Dangerously",movie,"Comedy, Crime",1984,tt0087507,6.5,16933,"AG, BB, BS, NI, TT"
"Golden Oldies",movie,Comedy,2008,tt0831904,5.2,471,
Václav,movie,"Comedy, Drama",2007,tt0955352,6.9,527,
"Kiki's Delivery Service",movie,"Animation, Family, Fantasy",1989,tt0097814,7.8,175979,
"Inglourious Basterds",movie,"Adventure, Drama, War",2009,tt0361748,8.4,1670553,
"Easy Virtue",movie,"Comedy, Romance",2008,tt0808244,6.6,22908,
"Accumulator 1",movie,"Comedy, Fantasy, Romance",1994,tt0109071,7,1660,
"Observe and Report",movie,"Action, Comedy, Crime",2009,tt1197628,5.8,66377,
"State of Play",movie,"Crime, Drama, Mystery",2009,tt0473705,7.1,163639,
"17 Again",movie,"Comedy, Drama, Fantasy",2009,tt0974661,6.4,223978,
Sugar,movie,"Drama, Sport",2008,tt0990413,7.2,5276,
"Hanzo the Razor: Sword of Justice",movie,Action,1972,tt0068650,6.5,2025,
"Kung Fu Dunk",movie,"Action, Comedy, Sport",2008,tt0848538,4.8,3818,
"Hanzo the Razor: The Snare",movie,"Action, Drama",1973,tt0174707,6.9,1371,
"Hanzo the Razor: Who's Got the Gold?",movie,Action,1974,tt0174708,6.5,1020,
"Bill Maher: The Decider",movie,"Comedy, Documentary",2007,tt1039915,7.3,1200,
"The Battle of Algiers",movie,"Drama, War",1966,tt0058946,8.1,70487,
"Billy & Mandy's Big Boogey Adventure",movie,"Adventure, Animation, Comedy",2007,tt1000070,7.3,1878,
Obsessed,movie,"Drama, Romance, Thriller",2009,tt1198138,5,35146,
"Grey Gardens",movie,"Comedy, Documentary, Drama",1975,tt0073076,7.5,15991,
Moon,movie,"Drama, Mystery, Sci-Fi",2009,tt1182345,7.8,384992,
Diggers,movie,"Comedy, Drama",2006,tt0469897,6.3,3115,
"Green Lantern: First Flight",movie,"Action, Adventure, Animation",2009,tt1384590,7,18131,
"The Adventures of Tintin",movie,"Action, Adventure, Animation",2011,tt0983193,7.3,248517,
"The Very Very Big Company",movie,Comedy,2008,tt1156170,5.8,291,
"Year One",movie,Comedy,2009,tt1045778,4.9,106046,
"District 9",movie,"Action, Sci-Fi, Thriller",2009,tt1136608,7.9,733561,
"Scooby-Doo and the Witch's Ghost",movie,"Animation, Comedy, Family",1999,tt0196931,7.3,10328,
"Deep Sea",movie,"Documentary, Short",2006,tt0424942,7.5,1881,
"Lone Wolf and Cub: Baby Cart at the River Styx",movie,"Action, Adventure, Drama",1972,tt0068816,7.9,7137,
"Chris Rock: Bigger & Blacker",movie,"Comedy, Documentary",1999,tt0206636,8,7658,
"Chris Rock: Never Scared",movie,"Comedy, Documentary",2004,tt0405832,8,5765,
Camino,movie,Drama,2008,tt1206285,7.4,5437,
"Brain Drain",movie,"Comedy, Romance",2009,tt1272013,4.7,2451,
"The Elementary School",movie,"Adventure, Comedy, Drama",1991,tt0102571,7.7,3357,
"Tokyo Story",movie,Drama,1953,tt0046438,8.1,73314,
"An American Girl: Chrissa Stands Strong",movie,"Comedy, Drama, Family",2009,tt1340418,6.1,1154,
"Like Water for Chocolate",movie,"Drama, Romance",1992,tt0103994,7.1,19688,
"Passage to Marseille",movie,"Adventure, Drama, Romance",1944,tt0037166,6.8,5268,
"The Twilight Saga: New Moon",movie,"Adventure, Drama, Fantasy",2009,tt1259571,4.8,309408,
"The Proposal",movie,"Comedy, Drama, Romance",2009,tt1041829,6.8,378912,
"Godzilla vs. Biollante",movie,"Action, Drama, Fantasy",1989,tt0097444,6.5,7502,
"Laughter and Punishment",movie,"Comedy, Romance",2003,tt0316494,5.6,1109,
"Days of Being Wild",movie,"Crime, Drama, Romance",1990,tt0101258,7.4,26912,
"Happy Together",movie,"Drama, Romance",1997,tt0118845,7.7,36022,
"200 Pounds Beauty",movie,"Comedy, Drama, Music",2006,tt0940642,6.7,9086,
"The Last House on the Left",movie,"Horror, Thriller",2009,tt0844708,6.5,104064,
"Dead Weight",movie,"Action, Adventure, Comedy",2002,tt0283957,6,5541,
"The Taking of Pelham 123",movie,"Action, Crime, Thriller",2009,tt1111422,6.4,212300,
Gamer,movie,"Action, Sci-Fi, Thriller",2009,tt1034032,5.7,141680,
"Free Willy 3: The Rescue",movie,"Adventure, Drama, Family",1997,tt0119152,4.7,11068,
"Hey Good Looking!",movie,"Comedy, Romance",2006,tt0469055,5.3,872,
"Son of Godzilla",movie,"Adventure, Comedy, Fantasy",1967,tt0061856,5.2,6344,
"Jack and the Beanstalk",movie,"Comedy, Family, Fantasy",1952,tt0044762,5.8,3639,
"They Were Expendable",movie,"Drama, War",1945,tt0038160,7.2,9684,
"The Hangover",movie,Comedy,2009,tt1119646,7.7,882325,
"Lady Snowblood 2: Love Song of Vengeance",movie,"Drama, Thriller",1974,tt0072157,6.3,4462,
"Clash of the Titans",movie,"Action, Adventure, Fantasy",2010,tt0800320,5.8,298459,
"In Cold Blood",movie,"Biography, Crime, Drama",1967,tt0061809,7.9,30562,
"The Entertainer",movie,Drama,1960,tt0053796,7.1,3921,
"The Boat That Rocked",movie,"Comedy, Drama, Music",2009,tt1131729,7.3,118113,
"The Garden",movie,Comedy,1995,tt0115040,7.6,2272,
"Azur & Asmar: The Princes' Quest",movie,"Adventure, Animation, Family",2006,tt0439123,7.4,3830,
"Blithe Spirit",movie,"Comedy, Fantasy",1945,tt0038363,7,8667,
"As You Like It",movie,"Comedy, Drama, Romance",2006,tt0450972,6,3893,
"Juliet of the Spirits",movie,"Comedy, Drama, Fantasy",1965,tt0059229,7.4,15210,
"Excellent Cadavers",movie,"Crime, Drama, Thriller",1999,tt0151734,6.5,1488,
"Away We Go",movie,"Comedy, Drama, Romance",2009,tt1176740,7,55861,
Volunteers,movie,"Adventure, Comedy",1985,tt0090274,5.5,10964,
"Superman: Brainiac Attacks",movie,"Action, Animation, Sci-Fi",2006,tt0800226,5.8,5195,
"Terror of Mechagodzilla",movie,"Action, Adventure, Family",1975,tt0073373,6.1,6154,
"Godzilla vs. Gigan",movie,"Action, Family, Sci-Fi",1972,tt0068371,5.6,6123,
"The Laramie Project",movie,"Crime, Drama, History",2002,tt0257850,7.1,7103,
"Ellen DeGeneres: Here and Now",movie,"Comedy, Documentary",2003,tt0365156,7.6,1626,
"The Red Shoes",movie,"Drama, Music, Romance",1948,tt0040725,8.1,41297,
"Invasion of Astro-Monster",movie,"Action, Adventure, Sci-Fi",1965,tt0059346,6.2,8003,
"The Hedgehog",movie,Drama,2009,tt1442519,7.3,9964,
Rodan,movie,"Sci-Fi, Thriller",1956,tt0049782,6.2,6353,
"Two If by Sea",movie,"Comedy, Crime, Romance",1996,tt0118002,5.3,6545,
Zelary,movie,"Drama, Romance, War",2003,tt0288330,7.5,3823,
Medvídek,movie,"Comedy, Drama",2007,tt1132596,6.2,577,
"In the Loop",movie,Comedy,2009,tt1226774,7.4,62818,
"Grey Gardens",movie,"Biography, Drama",2009,tt0758751,7.4,11550,
"Couples Retreat",movie,Comedy,2009,tt1078940,5.5,117961,
"The Goods: Live Hard, Sell Hard",movie,Comedy,2009,tt1092633,5.7,22928,
Zombieland,movie,"Action, Comedy, Horror",2009,tt1156398,7.5,642923,
"The Final Destination",movie,"Horror, Thriller",2009,tt1144884,5.1,121589,
"I Do: How to Get Married and Stay Single",movie,"Comedy, Romance",2006,tt0478724,6.7,6737,
"George Lopez: America's Mexican",movie,"Comedy, Documentary",2007,tt0975673,6.4,460,
"The End of the Affair",movie,"Drama, Mystery, Romance",1999,tt0172396,7,24694,
"The Batman vs. Dracula",movie,"Action, Animation, Horror",2005,tt0472219,6.6,11789,
"Divorce Italian Style",movie,"Comedy, Drama, Romance",1961,tt0055913,7.9,14950,
"The Last Outlaw",movie,"Action, Drama, Western",1993,tt0110307,6.1,3404,
"Despicable Me",movie,"Adventure, Animation, Comedy",2010,tt1323594,7.6,607528,
"The Pee-Wee Herman Show",movie,Comedy,1981,tt0081915,8,1955,
"Scooby-Doo and the Alien Invaders",movie,"Adventure, Animation, Comedy",2000,tt0253658,6.8,8398,
"For All Mankind",movie,"Documentary, History",1989,tt0097372,8.1,6848,
"The Naked City",movie,"Crime, Drama, Film-Noir",1948,tt0040636,7.5,16209,
"The Book of Eli",movie,"Action, Adventure, Drama",2010,tt1037705,6.8,350227,
"Late Spring",movie,"Comedy, Drama",1949,tt0041154,8.2,20349,
"Early Spring",movie,Drama,1956,tt0049784,7.7,3956,
"Jonah Hex",movie,"Action, Drama, Fantasy",2010,tt1075747,4.7,63098,
61*,movie,"Biography, Drama, History",2001,tt0250934,7.7,18141,
"Something the Lord Made",movie,"Biography, Drama",2004,tt0386792,8.1,16381,
"Scooby-Doo in Where's My Mummy?",movie,"Adventure, Animation, Comedy",2005,tt0480461,6.6,5030,
"Robin Hood",movie,"Action, Adventure, Drama",2010,tt0955308,6.6,289941,
"The Road",movie,"Drama, Thriller",2009,tt0898367,7.2,262349,
Grapes,movie,Comedy,2008,tt1105753,6.5,903,
"The Handmaid's Tale",movie,"Drama, Romance, Sci-Fi",1990,tt0099731,6,11530,
"Funny People",movie,"Comedy, Drama",2009,tt1201167,6.3,125280,
"She Hate Me",movie,"Comedy, Drama",2004,tt0384533,5.3,8417,
"The Ugly Truth",movie,"Comedy, Romance",2009,tt1142988,6.4,235952,
"Ocean Waves",movie,"Animation, Drama, Romance",1993,tt0108432,6.6,21823,
"Tom and Jerry Blast Off to Mars!",movie,"Action, Adventure, Animation",2005,tt0433696,6,2626,
"Casi divas",movie,"Comedy, Fantasy, Musical",2008,tt1049948,6.2,791,
Orphan,movie,"Horror, Mystery, Thriller",2009,tt1148204,7,265395,
"Buster's World",movie,"Comedy, Family",1984,tt0087013,7.1,1658,
"The Snake",movie,Thriller,2006,tt0486474,6.5,2701,
"Bill Maher: Victory Begins at Home",movie,Comedy,2003,tt0377515,7.2,994,
"The Damned United",movie,"Biography, Drama, Sport",2009,tt1226271,7.5,47061,
"Batman: Mystery of the Batwoman",movie,"Action, Animation, Crime",2003,tt0346578,6.6,14813,
"Take a Chance",movie,"Comedy, Short",1918,tt0009678,6.4,679,
"Shadow of a Doubt",movie,"Drama, Film-Noir, Mystery",1943,tt0036342,7.8,72814,
"49th Parallel",movie,"Drama, Thriller, War",1941,tt0033627,7.3,8124,
"Cash Truck",movie,"Action, Crime, Drama",2004,tt0347330,6.5,4568,
"Counter Investigation",movie,"Crime, Thriller",2007,tt0825239,6.7,3925,
"Scooby-Doo and the Monster of Mexico",movie,"Adventure, Animation, Comedy",2003,tt0369903,6.3,5266,
Sisters,movie,"Horror, Mystery, Thriller",1972,tt0070698,6.9,22087,
"The Women",movie,"Comedy, Drama",1939,tt0032143,7.7,15483,
"Frequently Asked Questions About Time Travel",movie,"Comedy, Sci-Fi",2009,tt0910554,7,37554,
"The Wrong Man",movie,"Drama, Film-Noir",1956,tt0051207,7.4,33246,
"Scott Pilgrim vs. the World",movie,"Action, Comedy, Fantasy",2010,tt0446029,7.5,480097,
"Tom and Jerry: The Movie",movie,"Adventure, Animation, Comedy",1992,tt0105616,5.4,12646,
Speedy,movie,"Action, Comedy, Family",1928,tt0019412,7.6,4541,
"Safety Last!",movie,"Action, Comedy, Thriller",1923,tt0014429,8.1,23853,
"The Scarlet Pimpernel",movie,"Adventure, Drama",1934,tt0025748,7.3,4948,
"Scooby-Doo! The Mystery Begins",movie,"Adventure, Comedy, Family",2009,tt1258157,5.3,7849,
"Henry V",movie,"Biography, Drama, History",1944,tt0036910,7,7378,
"Cloudy with a Chance of Meatballs",movie,"Adventure, Animation, Comedy",2009,tt0844471,6.9,270473,
"Good Hair",movie,"Comedy, Documentary",2009,tt1213585,6.9,6304,
"Law Abiding Citizen",movie,"Action, Crime, Drama",2009,tt1197624,7.4,332561,
"Ninja Assassin",movie,"Action, Thriller",2009,tt1186367,6.3,77359,
"Superman/Batman: Public Enemies",movie,"Action, Animation, Drama",2009,tt1398941,7.1,26184,
"Destination Tokyo",movie,"Adventure, War",1943,tt0035799,7.1,5940,
"The Blind Side",movie,"Biography, Drama, Sport",2009,tt0878804,7.6,373067,
"It's Complicated",movie,"Comedy, Drama, Romance",2009,tt1230414,6.5,100620,
Invictus,movie,"Biography, Drama, History",2009,tt1057500,7.3,170895,
"Green Zone",movie,"Action, Drama, Thriller",2010,tt0947810,6.8,144906,
"The Jungle Book",movie,"Action, Adventure, Family",1942,tt0034928,6.7,4854,
"Hot Tub Time Machine",movie,"Comedy, Sci-Fi",2010,tt1231587,6.4,191305,
"The Invention of Lying",movie,"Comedy, Fantasy, Romance",2009,tt1058017,6.4,153297,
"The Town",movie,"Crime, Drama, Thriller",2010,tt0840361,7.5,429096,
Hamlet,movie,Drama,1948,tt0040416,7.5,19104,
