title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Transformers,movie,"Action, Adventure, Sci-Fi",2007,tt0418279,7.1,694820,
"Fear and Loathing in Las Vegas",movie,"Adventure, Comedy, Drama",1998,tt0120669,7.5,309269,
"The Karate Kid",movie,"Action, Drama, Family",1984,tt0087538,7.3,257318,
"Marie Antoinette",movie,"Biography, Drama, History",2006,tt0422720,6.5,126836,
"Open Your Eyes",movie,"Drama, Mystery, Sci-Fi",1997,tt0125659,7.7,75035,
"Sweet November",movie,"Drama, Romance",2001,tt0230838,6.7,96673,
"Twin Peaks: Fire Walk with Me",movie,"Drama, Horror, Mystery",1992,tt0105665,7.3,111836,
Superman,movie,"Action, Adventure, Sci-Fi",1978,tt0078346,7.4,195293,
Hulk,movie,"Action, Sci-Fi",2003,tt0286716,5.6,285065,
"The Amazing Spider-Man",movie,"Action, Sci-Fi",2012,tt0948470,6.9,729659,
"The Others",movie,"Horror, Mystery, Thriller",2001,tt0230600,7.6,408257,
"Shakespeare in Love",movie,"Comedy, Drama, History",1998,tt0138097,7.1,238380,
"Me and My Sister",movie,"Comedy, Drama",2004,tt0410639,6.4,1918,
Crank,movie,"Action, Crime, Thriller",2006,tt0479884,6.9,270346,
Zodiac,movie,"Crime, Drama, Mystery",2007,tt0443706,7.7,631743,
"The Butterfly Effect",movie,"Drama, Sci-Fi, Thriller",2004,tt0289879,7.6,538624,
"8 Women",movie,"Comedy, Crime, Musical",2002,tt0283832,7,35262,
"A Perfect Murder",movie,"Crime, Drama, Thriller",1998,tt0120787,6.6,95035,
Alexander,movie,"Action, Biography, Drama",2004,tt0346491,5.6,179762,
"The Grudge",movie,"Horror, Mystery, Thriller",2004,tt0391198,5.9,154248,
"The Constant Gardener",movie,"Drama, Mystery, Romance",2005,tt0387131,7.3,152163,
"Benny's Video",movie,"Crime, Drama",1992,tt0103793,7.1,19677,
"The Most Dangerous Game",movie,"Action, Adventure, Horror",1932,tt0023238,7.1,14631,
"Lara Croft: Tomb Raider",movie,"Action, Adventure, Fantasy",2001,tt0146316,5.8,224491,
"Lara Croft: Tomb Raider - The Cradle of Life",movie,"Action, Adventure, Fantasy",2003,tt0325703,5.5,148117,
"Two Brothers",movie,"Adventure, Drama, Family",2004,tt0338512,7,16226,
"The Diving Bell and the Butterfly",movie,"Biography, Drama",2007,tt0401383,8,111592,
"Mr. Deeds",movie,"Comedy, Romance",2002,tt0280590,5.8,157695,
"The Patriot",movie,"Action, Drama, History",2000,tt0187393,7.2,302840,
"Training Day",movie,"Crime, Drama, Thriller",2001,tt0139654,7.8,493586,
Moonstruck,movie,"Comedy, Drama, Romance",1987,tt0093565,7.2,73389,
"The Lake House",movie,"Drama, Fantasy, Romance",2006,tt0410297,6.8,161219,
"I, Robot",movie,"Action, Mystery, Sci-Fi",2004,tt0343818,7.1,594494,
"The Rink",movie,"Comedy, Short",1916,tt0007264,7,4467,
"Romeo Must Die",movie,"Action, Crime, Thriller",2000,tt0165929,6.1,75291,
"The Last Castle",movie,"Action, Drama, Thriller",2001,tt0272020,6.9,87306,
"Rush Hour",movie,"Action, Comedy, Crime",1998,tt0120812,7,309705,
Payback,movie,"Action, Crime, Drama",1999,tt0120784,7.1,149438,
"Hostile Waters",movie,"Comedy, Crime, Drama",1997,tt0119320,6.3,2350,
"The Perfect Storm",movie,"Action, Adventure, Drama",2000,tt0177971,6.5,183101,
"The Glass House",movie,"Crime, Drama, Mystery",2001,tt0221218,5.8,41062,
"Tenacious D in the Pick of Destiny",movie,"Adventure, Comedy, Music",2006,tt0365830,6.8,117146,
"Death at a Funeral",movie,Comedy,2007,tt0795368,7.3,124299,
"Lassie Come Home",movie,"Adventure, Drama, Family",1943,tt0036098,7.1,6149,
"Capturing the Friedmans",movie,"Biography, Crime, Documentary",2003,tt0342172,7.6,27860,
"The Golden Compass",movie,"Adventure, Family, Fantasy",2007,tt0385752,6.1,200129,
Closer,movie,"Drama, Romance",2004,tt0376541,7.2,243616,
"Cold Mountain",movie,"Adventure, Drama, Romance",2003,tt0159365,7.2,160217,
"Space Jam",movie,"Adventure, Animation, Comedy",1996,tt0117705,6.5,221432,
Avalon,movie,Drama,1990,tt0099073,7.2,7139,
Inkheart,movie,"Adventure, Family, Fantasy",2008,tt0494238,6.1,83825,
Beowulf,movie,"Action, Adventure, Animation",2007,tt0442933,6.3,177052,
"Taxi 2",movie,"Action, Comedy, Crime",2000,tt0183869,6.5,60907,
"Taxi 3",movie,"Action, Comedy, Crime",2003,tt0295721,5.8,47057,
"Taxi 4",movie,"Action, Comedy, Crime",2007,tt0804540,5.6,31808,
Topaz,movie,"Drama, Thriller",1969,tt0065112,6.2,20348,
"The Young Girls of Rochefort",movie,"Comedy, Drama, Musical",1967,tt0062873,7.7,12842,
"Joint Security Area",movie,"Action, Drama, Thriller",2000,tt0260991,7.7,36099,
"Tie Me Up! Tie Me Down!",movie,"Comedy, Crime, Drama",1989,tt0101026,7,33218,
"Lady Snowblood",movie,"Action, Crime, Drama",1973,tt0158714,7.6,17328,
"The Bourne Identity",movie,"Action, Mystery, Thriller",2002,tt0258463,7.8,592841,
"The Bourne Supremacy",movie,"Action, Thriller",2004,tt0372183,7.7,498693,
"The Bourne Ultimatum",movie,"Action, Mystery, Thriller",2007,tt0440963,8,669989,
Spanglish,movie,"Comedy, Drama, Romance",2004,tt0371246,6.4,90461,
"The Tailor of Panama",movie,"Drama, Thriller",2001,tt0236784,6.1,31956,
"Born on the Fourth of July",movie,"Biography, Drama, War",1989,tt0096969,7.2,119882,
Innerspace,movie,"Action, Adventure, Comedy",1987,tt0093260,6.8,67239,
"Two Weeks Notice",movie,"Comedy, Romance",2002,tt0313737,6.2,130340,
"The Game",movie,"Drama, Mystery, Thriller",1997,tt0119174,7.7,449941,
Z,movie,"Crime, Drama, Thriller",1969,tt0065234,8.1,32567,
"Journey to Italy",movie,"Drama, Romance",1954,tt0046511,7.3,13063,
"The Adventures of Priscilla, Queen of the Desert",movie,"Comedy, Music",1994,tt0109045,7.5,57886,
"The Lodger: A Story of the London Fog",movie,"Crime, Drama, Mystery",1927,tt0017075,7.3,14186,
"American Pie 2",movie,Comedy,2001,tt0252866,6.4,277773,
"American Splendor",movie,"Biography, Comedy, Drama",2003,tt0305206,7.4,53488,
"Pitch Black",movie,"Horror, Sci-Fi, Thriller",2000,tt0134847,7,258642,
"The Chronicles of Riddick",movie,"Action, Adventure, Sci-Fi",2004,tt0296572,6.6,247188,
"Rumor Has It...",movie,"Comedy, Drama, Romance",2005,tt0398375,5.5,63238,
"A Very Long Engagement",movie,"Drama, Mystery, Romance",2004,tt0344510,7.6,76835,
"And the Band Played On",movie,"Drama, History",1993,tt0106273,7.8,11325,
"An Angel at My Table",movie,"Biography, Drama",1990,tt0099040,7.4,9059,
"The Addams Family",movie,"Comedy, Fantasy",1991,tt0101272,6.9,190378,
"License to Wed",movie,"Comedy, Romance",2007,tt0762114,5.3,41218,
"An Impossible Voyage",movie,"Action, Adventure, Family",1904,tt0000499,7.5,4241,
Hairspray,movie,"Comedy, Drama, Musical",2007,tt0427327,6.7,142084,
"Ghostbusters II",movie,"Action, Comedy, Fantasy",1989,tt0097428,6.6,232686,
"Dr. Jekyll and Mr. Hyde",movie,"Horror, Sci-Fi",1931,tt0022835,7.6,16661,
Frankenstein,movie,"Drama, Horror, Sci-Fi",1931,tt0021884,7.8,83220,
"Modern Times",movie,"Comedy, Drama, Romance",1936,tt0027977,8.5,271480,
"Seance on a Wet Afternoon",movie,"Crime, Drama",1964,tt0058557,7.6,7767,
"Destroy All Monsters",movie,"Action, Sci-Fi, Thriller",1968,tt0063172,6.4,8167,
"Ebirah, Horror of the Deep",movie,"Adventure, Fantasy, Sci-Fi",1966,tt0060464,5.5,6799,
"Midnight Cowboy",movie,Drama,1969,tt0064665,7.8,126120,
"The War of the Gargantuas",movie,"Action, Horror, Sci-Fi",1966,tt0060440,6.2,3791,
"Barry Lyndon",movie,"Adventure, Drama, War",1975,tt0072684,8.1,192069,
"Mildred Pierce",movie,"Crime, Drama, Film-Noir",1945,tt0037913,7.9,29920,
"Death Watch",movie,"Drama, Sci-Fi, Thriller",1980,tt0081182,6.6,3644,
Fame,movie,"Drama, Music, Musical",1980,tt0080716,6.6,25471,
"The Number 23",movie,"Crime, Mystery, Thriller",2007,tt0481369,6.4,216964,
"Girl with a Pearl Earring",movie,"Biography, Drama, Romance",2003,tt0335119,6.9,84065,
"No Reservations",movie,"Comedy, Drama, Romance",2007,tt0481141,6.3,81124,
Onibaba,movie,"Drama, Horror, Thriller",1964,tt0058430,7.9,23771,
Gilda,movie,"Drama, Film-Noir, Romance",1946,tt0038559,7.6,37143,
"Throne of Blood",movie,Drama,1957,tt0050613,8,57905,
"Red Beard",movie,Drama,1965,tt0058888,8.3,22191,
Ikiru,movie,Drama,1952,tt0044741,8.3,95531,
"Corpse Bride",movie,"Animation, Comedy, Drama",2005,tt0121164,7.4,312537,
Beetlejuice,movie,"Comedy, Fantasy",1988,tt0094721,7.5,401407,
"My Girl",movie,"Comedy, Drama, Family",1991,tt0102492,6.9,92853,
Blow,movie,"Biography, Crime, Drama",2001,tt0221027,7.5,281173,
"Shoot 'Em Up",movie,"Action, Comedy, Thriller",2007,tt0465602,6.6,157032,
"Revolutionary Road",movie,"Drama, Romance",2008,tt0959337,7.3,229779,
Stromboli,movie,Drama,1950,tt0041931,7.2,8397,
Scream,movie,"Horror, Mystery",1996,tt0117571,7.4,414867,
"Scream 2",movie,"Horror, Mystery",1997,tt0120082,6.3,221480,
"Scream 3",movie,"Horror, Mystery",2000,tt0134084,5.7,172911,
"Scary Movie",movie,Comedy,2000,tt0175142,6.3,301413,
"Serial Lover",movie,"Comedy, Crime",1998,tt0155157,6.7,1553,
"Charlie's Angels",movie,"Action, Adventure, Comedy",2000,tt0160127,5.6,201538,
"Pride & Prejudice",movie,"Drama, Romance",2005,tt0414387,7.8,349211,
Monster-in-Law,movie,"Comedy, Romance",2005,tt0369735,5.6,67221,
"Shall We Dance?",movie,"Comedy, Drama, Music",2004,tt0358135,6.2,50788,
"The Brave One",movie,"Crime, Drama, Thriller",2007,tt0476964,6.7,64609,
"Jean de Florette",movie,"Comedy, Drama",1986,tt0091288,8.1,28311,
"Manon of the Spring",movie,Drama,1986,tt0091480,8,24719,
"Friday the 13th",movie,"Horror, Mystery, Thriller",1980,tt0080761,6.4,165670,
"The Assassination of Jesse James by the Coward Robert Ford",movie,"Biography, Crime, Drama",2007,tt0443680,7.5,197576,
Sleuth,movie,"Crime, Drama, Mystery",2007,tt0857265,6.3,33450,
"Panic Room",movie,"Crime, Drama, Thriller",2002,tt0258000,6.8,306049,
"The Machinist",movie,"Drama, Thriller",2004,tt0361862,7.6,427862,
Orpheus,movie,"Drama, Fantasy, Romance",1950,tt0041719,7.8,13924,
"Sex and the City",movie,"Comedy, Drama, Romance",2008,tt1000774,5.7,130180,
"Sense and Sensibility",movie,"Drama, Romance",1995,tt0114388,7.7,130902,
Armored,movie,"Action, Crime, Mystery",2009,tt0913354,5.7,32364,
"Masculine Feminine",movie,"Drama, Romance",1966,tt0060675,7.4,18165,
"The Lost Honor of Katharina Blum",movie,"Crime, Drama",1975,tt0073858,7.3,5106,
"Gone Baby Gone",movie,"Crime, Drama, Mystery",2007,tt0452623,7.6,301286,
Charade,movie,"Comedy, Mystery, Romance",1963,tt0056923,7.8,89320,
"Ghost Dog: The Way of the Samurai",movie,"Crime, Drama",1999,tt0165798,7.5,100214,
"The Jackal",movie,"Action, Crime, Drama",1997,tt0119395,6.4,128525,
"Layer Cake",movie,"Crime, Drama, Thriller",2004,tt0375912,7.2,201838,
"The Invasion",movie,"Sci-Fi, Thriller",2007,tt0427392,5.9,85306,
"Confessions of a Dangerous Mind",movie,"Biography, Comedy, Crime",2002,tt0270288,7,93657,
"The Curious Case of Benjamin Button",movie,"Drama, Fantasy, Romance",2008,tt0421715,7.8,718772,
"Howl's Moving Castle",movie,"Adventure, Animation, Family",2004,tt0347149,8.2,479134,
"Burn After Reading",movie,"Comedy, Crime, Drama",2008,tt0887883,7,362893,
"The Swimming Pool",movie,"Crime, Drama, Romance",1969,tt0064816,7.1,14817,
"Drop Zone",movie,"Action, Adventure, Thriller",1994,tt0109676,5.6,22144,
"The International",movie,"Action, Crime, Drama",2009,tt0963178,6.5,102344,
"Knocked Up",movie,"Comedy, Romance",2007,tt0478311,6.9,391545,
"Five Times Two",movie,"Drama, Romance",2004,tt0354356,6.6,10616,
Paprika,movie,"Animation, Drama, Fantasy",2006,tt0851578,7.7,103776,
"American Gangster",movie,"Biography, Crime, Drama",2007,tt0765429,7.8,470040,
"Vicky Cristina Barcelona",movie,"Comedy, Drama, Romance",2008,tt0497465,7.1,274112,
"Ashes and Diamonds",movie,"Drama, Romance, War",1958,tt0052080,7.7,14154,
"The Sugarland Express",movie,"Crime, Drama",1974,tt0072226,6.7,20471,
Rendition,movie,"Drama, Thriller",2007,tt0804522,6.8,58983,
"The In-Laws",movie,"Action, Comedy, Thriller",2003,tt0314786,5.7,18167,
"Bicycle Thieves",movie,Drama,1948,tt0040522,8.2,184313,
L'Avventura,movie,"Drama, Mystery, Romance",1960,tt0053619,7.7,35198,
"Rush Hour 3",movie,"Action, Comedy, Crime",2007,tt0293564,6.2,190650,
"Rush Hour 2",movie,"Action, Comedy, Crime",2001,tt0266915,6.7,248701,
"3:10 to Yuma",movie,"Action, Crime, Drama",2007,tt0381849,7.6,341938,
"The Polar Express",movie,"Adventure, Animation, Comedy",2004,tt0338348,6.6,256629,
"Fred Claus",movie,"Comedy, Family, Fantasy",2007,tt0486583,5.7,49449,
Gunner,movie,Action,2024,tt12598606,3.2,2391,
"The Fugitive",movie,"Action, Crime, Drama",1993,tt0106977,7.8,331705,
"Le Samouraï",movie,"Crime, Drama, Thriller",1967,tt0062229,8,62089,
RoboCop,movie,"Action, Crime, Sci-Fi",1987,tt0093870,7.6,294899,
"Space Cowboys",movie,"Action, Adventure, Thriller",2000,tt0186566,6.5,88545,
"Bee Movie",movie,"Adventure, Animation, Comedy",2007,tt0389790,6.1,187351,
"Tom Jones",movie,"Adventure, Comedy, History",1963,tt0057590,6.4,14779,
"Torn Curtain",movie,"Drama, Romance, Thriller",1966,tt0061107,6.6,30523,
"Pather Panchali",movie,Drama,1955,tt0048473,8.2,40007,
"Family Plot",movie,"Comedy, Crime, Drama",1976,tt0074512,6.8,25718,
"Fanny and Alexander",movie,Drama,1982,tt0083922,8.1,69293,
"The Umbrellas of Cherbourg",movie,"Drama, Musical, Romance",1964,tt0058450,7.8,33027,
"The Witches of Eastwick",movie,"Comedy, Fantasy, Horror",1987,tt0094332,6.5,80805,
"The Mexican",movie,"Adventure, Comedy, Drama",2001,tt0236493,6.1,118396,
"Carlito's Way",movie,"Crime, Drama, Thriller",1993,tt0106519,7.9,239253,
Empties,movie,"Comedy, Drama",2007,tt0809951,7.2,5137,
"Revenge of the Pink Panther",movie,"Comedy, Crime, Mystery",1978,tt0078163,6.6,24118,
Dracula,movie,"Fantasy, Horror, Romance",1992,tt0103874,7.4,254817,
"Three Kings",movie,"Action, Adventure, Comedy",1999,tt0120188,7.1,183948,
"Till the End of the Night",movie,Drama,1995,tt0111431,3.8,482,
"Freddy vs. Jason",movie,"Action, Horror",2003,tt0329101,5.7,131430,
"Alvin and the Chipmunks",movie,"Adventure, Comedy, Family",2007,tt0952640,5.3,99135,
"I Am Legend",movie,"Drama, Horror, Sci-Fi",2007,tt0480249,7.2,846217,
"The Orphanage",movie,"Drama, Horror, Mystery",2007,tt0464141,7.4,167054,
"Zathura: A Space Adventure",movie,"Action, Adventure, Comedy",2005,tt0406375,6.3,120168,
"Failure to Launch",movie,"Comedy, Romance",2006,tt0427229,5.7,91120,
"One Missed Call",movie,"Horror, Mystery",2008,tt0479968,4,34665,
Yamakasi,movie,"Action, Crime, Drama",2001,tt0267129,6.1,13571,
"The 40-Year-Old Virgin",movie,"Comedy, Romance",2005,tt0405422,7.1,483541,
"Something's Gotta Give",movie,"Comedy, Drama, Romance",2003,tt0337741,6.7,132592,
"In the Valley of Elah",movie,"Crime, Drama, Mystery",2007,tt0478134,7.2,76271,
"Vampire's Kiss",movie,"Comedy, Crime, Fantasy",1988,tt0098577,6.1,23082,
"Perfect Stranger",movie,"Crime, Mystery, Thriller",2007,tt0457433,5.7,52814,
Cloverfield,movie,"Action, Horror, Sci-Fi",2008,tt1060277,7,432336,
"Coach Carter",movie,"Biography, Drama, Sport",2005,tt0393162,7.3,179421,
"Ruby & Quentin",movie,"Comedy, Crime",2003,tt0310203,7.1,31568,
"Matchstick Men",movie,"Comedy, Crime, Drama",2003,tt0325805,7.3,141789,
Duplex,movie,Comedy,2003,tt0266489,5.9,64040,
"Maid in Manhattan",movie,"Comedy, Drama, Romance",2002,tt0252076,5.4,99182,
Carrie,movie,"Horror, Mystery",1976,tt0074285,7.4,217096,
"The Rage: Carrie 2",movie,"Drama, Horror, Sci-Fi",1999,tt0144814,4.8,18625,
"There Will Be Blood",movie,Drama,2007,tt0469494,8.2,667211,
"Elite Squad",movie,"Action, Crime, Drama",2007,tt0861739,8,114539,
"Chicken Run",movie,"Adventure, Animation, Comedy",2000,tt0120630,7.1,218480,
"Speed Racer",movie,"Action, Adventure, Comedy",2008,tt0811080,6.1,80440,
"Vantage Point",movie,"Action, Drama, Thriller",2008,tt0443274,6.6,155763,
"Open Season",movie,"Adventure, Animation, Comedy",2006,tt0400717,6.1,109596,
"Smokin' Aces",movie,"Action, Comedy, Crime",2006,tt0475394,6.6,154801,
"Over the Hedge",movie,"Adventure, Animation, Comedy",2006,tt0327084,6.7,195641,
"Fun with Dick and Jane",movie,"Comedy, Crime",2005,tt0369441,6.2,158185,
"Resident Evil: Extinction",movie,"Action, Horror, Sci-Fi",2007,tt0432021,6.2,210171,
"10,000 BC",movie,"Action, Adventure, Drama",2008,tt0443649,5.1,137395,
Amarcord,movie,"Comedy, Drama",1973,tt0071129,7.8,49527,
"Half Nelson",movie,Drama,2006,tt0468489,7.1,93727,
"The Wolfman",movie,"Drama, Fantasy, Horror",2010,tt0780653,5.8,114998,
"The Kite Runner",movie,Drama,2007,tt0419887,7.6,83742,
"It's a Free World...",movie,Drama,2007,tt0807054,7,6425,
"Germany Year Zero",movie,Drama,1948,tt0039417,7.8,14425,
"Punch-Drunk Love",movie,"Comedy, Drama, Romance",2002,tt0272338,7.3,184817,
21,movie,"Crime, Drama, Thriller",2008,tt0478087,6.8,273192,
Desperado,movie,"Action, Crime, Drama",1995,tt0112851,7.1,202706,
"2 or 3 Things I Know About Her",movie,"Comedy, Drama",1967,tt0060304,6.5,8922,
Weekend,movie,"Adventure, Comedy, Drama",1967,tt0062480,6.9,16249,
"Desperately Seeking Susan",movie,"Comedy, Drama",1985,tt0089017,6.1,27419,
"Napoleon Dynamite",movie,Comedy,2004,tt0374900,7,246077,
"Midnight in the Garden of Good and Evil",movie,"Crime, Drama, Mystery",1997,tt0119668,6.6,42524,
"The Man Who Knew Too Much",movie,"Crime, Drama, Mystery",1934,tt0025452,6.7,22309,
Disturbia,movie,"Crime, Drama, Mystery",2007,tt0486822,6.8,264343,
"American Wedding",movie,Comedy,2003,tt0328828,6.3,222642,
Paris,movie,"Comedy, Drama, Romance",2008,tt0869994,6.8,13008,
"The Secret of the Grain",movie,Drama,2007,tt0487419,7.4,8080,
"The Spirit",movie,"Action, Crime, Fantasy",2008,tt0831887,4.7,63562,
"In Bruges",movie,"Comedy, Crime, Drama",2008,tt0780536,7.9,477678,
"My Big Fat Greek Wedding",movie,"Comedy, Drama, Romance",2002,tt0259446,6.6,147959,
"Beautiful Memories",movie,"Drama, Romance",2001,tt0259440,7.2,1449,
"Ice Age: Dawn of the Dinosaurs",movie,"Adventure, Animation, Comedy",2009,tt1080016,6.9,274422,
"Robin Hood: Prince of Thieves",movie,"Action, Adventure, Drama",1991,tt0102798,6.9,215088,
"Transformers: Revenge of the Fallen",movie,"Action, Adventure, Sci-Fi",2009,tt1055369,6,440324,
"The Boondock Saints",movie,"Action, Crime, Thriller",1999,tt0144117,7.6,256534,
"Definitely, Maybe",movie,"Comedy, Drama, Romance",2008,tt0832266,7.1,177990,
"My Neighbor Totoro",movie,"Animation, Comedy, Family",1988,tt0096283,8.1,404195,
"A Man Apart",movie,"Action, Crime, Drama",2003,tt0266465,6,50271,
"Event Horizon",movie,"Horror, Sci-Fi, Thriller",1997,tt0119081,6.6,205041,
"...And God Created Woman",movie,"Drama, Romance",1956,tt0049189,6.3,9810,
Paisan,movie,"Drama, War",1946,tt0038823,7.6,10029,
"Summer Things",movie,"Comedy, Drama, Romance",2002,tt0290916,6.5,2653,
Carandiru,movie,"Crime, Drama",2003,tt0293007,7.6,23340,
"Drillbit Taylor",movie,"Action, Comedy, Crime",2008,tt0817538,5.7,63221,
"Dumb and Dumber",movie,Comedy,1994,tt0109686,7.3,427149,
"John Q",movie,"Crime, Drama, Thriller",2002,tt0251160,7.1,148318,
"Superman II",movie,"Action, Adventure, Sci-Fi",1980,tt0081573,6.8,118557,
"Master and Commander: The Far Side of the World",movie,"Action, Adventure, Drama",2003,tt0311113,7.5,245778,
"The Exorcism of Emily Rose",movie,"Drama, Horror, Thriller",2005,tt0404032,6.7,144393,
"Fool's Gold",movie,"Action, Adventure, Comedy",2008,tt0770752,5.7,86783,
Taken,movie,"Action, Crime, Thriller",2008,tt0936501,7.7,652999,
"Baby Mama",movie,"Comedy, Romance",2008,tt0871426,6,48268,
"The Road Warrior",movie,"Action, Adventure, Sci-Fi",1981,tt0082694,7.6,207025,
"My Life as a Dog",movie,"Comedy, Drama",1985,tt0089606,7.6,23199,
Jumanji,movie,"Adventure, Comedy, Family",1995,tt0113497,7.1,393338,
"The Bank Job",movie,"Crime, Thriller",2008,tt0200465,7.2,193075,
Alfie,movie,"Comedy, Drama, Romance",2004,tt0375173,6.2,55747,
"The Blob",movie,"Horror, Sci-Fi",1958,tt0051418,6.3,30736,
"The Karate Kid Part II",movie,"Action, Family, Sport",1986,tt0091326,6.1,103712,
"Eight Legged Freaks",movie,"Action, Adventure, Comedy",2002,tt0271367,5.5,61633,
"My Best Friend's Wedding",movie,"Comedy, Drama, Romance",1997,tt0119738,6.4,160775,
"Pale Rider",movie,"Drama, Western",1985,tt0089767,7.3,67439,
Gomorrah,movie,"Crime, Drama",2008,tt0929425,7,52176,
"Waltz with Bashir",movie,"Animation, Biography, Documentary",2008,tt1185616,8,61625,
Wanted,movie,"Action, Crime, Thriller",2008,tt0493464,6.7,418951,
"Deep Blue Sea",movie,"Action, Adventure, Sci-Fi",1999,tt0149261,5.9,147043,
Antz,movie,"Adventure, Animation, Comedy",1998,tt0120587,6.5,167228,
"Garfield: The Movie",movie,"Adventure, Comedy, Family",2004,tt0356634,5.1,97381,
Steamboy,movie,"Action, Adventure, Animation",2004,tt0348121,6.8,19216,
"Bad Boys II",movie,"Action, Comedy, Crime",2003,tt0172156,6.6,280196,
Twilight,movie,"Drama, Fantasy, Romance",2008,tt1099212,5.3,504312,
Disclosure,movie,"Drama, Thriller",1994,tt0109635,6.2,56244,
"Europa Europa",movie,"Drama, History, War",1990,tt0099776,7.5,17946,
"The Heartbreak Kid",movie,"Comedy, Romance",2007,tt0408839,5.8,98102,
"Police Story",movie,"Action, Comedy, Crime",1985,tt0089374,7.5,44361,
